Subject,Question
Physics,The line that power supply to your house from street
Physics,"When a voltage measuring device is connected to mains , the meter the steady input voltage of & ; 220 & ;& ; V & ;. This"
Physics,Electrical energy is over large at high alternating . Which of the following is ( are ) correct ?
Physics,One & ; 11 & ; e & ; V & ; of energy to a carbon monoxide molecule into carbon and oxygen . The minimum frequency of the appropriate electromagnetic radiation to the in
Physics,"If & ; E & ; and & ; B & ; represent electric and magnetic of the electromagnetic wave , the direction of propagation of electromagnetic wave is along"
Physics,A plane electromagnetic wave along & ; x & ; direction can have the following of & ; E & ; and & ; B & ;
Physics,A particle about its mean equilibrium position with a frequency of & ; 10 & ; 9 & ;& ; H & ; z & ;. The electromagnetic produced :
Physics,An EM wave of I on a surface kept in vacuum and radiation pressure & ; p & ; on it . Which of the following are true ?
Physics,"A linearly polar1zed electromagnetic wave given as & ; E & ;=& ; E & ; o & ; i & ;^& ; cos & ;?& ;(& ; k & ; z & ;?& ;?& ; t & ;)& ; is incident normally on a perfectly reflecting infinite wall at & ; z & ;=& ; a & ;. Assuming that the of the wall is inactive , the reflected wave will be given as"
Physics,Light with an energy flux of & ; 20 & ;& ; W & ;/& ; c & ; m & ; 2 & ; on a non - reflecting surface at normal incidence . If the surface an area of & ; 30 & ;& ; c & ; m & ; 2 & ;. the total momentum ( for complete absorption ) during 30 is
Physics,The of made by the electric and magnetic to the intensity of an EM wave is
Physics,"An EM wave outwards from a dipole antenna , with & ; E & ; 0 & ; as the amplitude of its electric vector . The electric & ; E & ; 0 & ; energy from the source off as"
Physics,The source of electromagnetic can be a charge
Physics,The electric intensity produced by the coming from & ; 100 & ;& ; W & ; bulb at a & ; 3 & ;& ; m & ; distance is & ; E & ;. The electric intensity produced by the coming from & ; 50 & ;& ; W & ; bulb at the same distance is
Physics,An electromagnetic wave along & ; z & ;- axis is given as : E & ;=& ; E & ; 0 & ; cos & ;?& ;(& ; k & ; z & ;?& ;?& ; t & ;.& ;)& ;.& ; Choose the correct from the following :
Physics,An wave in vacuum along & ; z & ; direction :& ; E & ;=& ;(& ; E & ; 1 & ; i & ;^& ;+& ; E & ; 2 & ; j & ;^& ;)& ; cos & ;?& ;(& ; k & ; z & ;?& ;?& ; t & ;)& ;.& ; Choose the correct the following :
Physics,"The radius of curvature of the curved surface of a - convex lens is & ; 20 & ;& ; c & ; m & ;. If the refractive index of the of the lens be & ; 1 . 5 & ;, it & ; w & ; 11 & ; l"
Physics,"A ray of light incident at an angle & ;?& ; on a refracting face of a prism from the other face normally . If the angle of the prism is & ; 5 & ;?& ; and the prism is made of a material of refractive index & ; 1 . 5 & ;, the angle of incidence is"
Physics,"Between the primary and secondary , there is a dark band known as ' s dark band . This is because"
Physics,There are certain in which have a negative refractive index ( Fig . 9 . 3 ). A ray incident from air ( medium 1 ) into such a medium ( 2 ) shall follow a path given by
Physics,"You are four of light each one providing a light of a single colour - red , blue , green and yellow . Suppose the angle of refraction for a beam of yellow light corresponding to a particular angle of incidence at the interface of two media is & ; 90 & ;?& ;.& ; Which of the following is correct if the source of yellow light is with that of other without the angle of ?"
Physics,"The density of turpentine is higher than that of water while its mass is lower . F1g & ; 9 . 2 & ;. a layer of turpentine floating over water in a container . For which one of the four incident on turpentine in Fig & ; 9 . 2 & ;, the path shown is correct ?"
Physics,A passenger in an aeroplane shall
Physics,an extended object in water in a plane trough . When seen from close to the edge of the trough the object distorted because
Physics,"A short pulse of white light is incident from to a glass slab at normal . After through the slab , the first colour to emerge is"
Physics,"by while in which the ray would travel after reflection is shown by four marked & ; 1 & ;,& ; 2 & ;,& ; 3 & ; and 4 ( Fig 9 . 1 ). Which of the four correctly the direction of reflected ray ?"
Physics,The phenomena involved in the reflection of by is similar to
Physics,"A glass is used , as the object to be can be brought closer to the eye than the normal near point . This in"
Physics,"A rectangular block of glass & ; A & ; B & ; C & ; D & ; a refractive index & ; 1 . 6 & ;. A pin is midway on the face ( F1g . 9 . 4 ). When from the face AD , the pin shall"
Physics,An object a convergent lens from the left of the lens with a uniform speed & ; 5 & ;& ; m & ;/& ; s & ; and at the focus . The image
Physics,"A car is moving with at a constant speed of & ; 60 & ;& ; k & ; m & ;& ; h & ;?& ; 1 & ; on a straight road . Looking at the rear view mirror , the driver that the car following him is at a distance of & ; 100 & ;& ; m & ; and is approaching with a speed of & ; 5 & ;& ; k & ; m & ;& ; h & ;?& ; 1 & ;. In order to keep track of the car in the rear , the driver to glance alternatively at the rear and side mirror of his car after every & ; 2 & ;& ; s & ; till the other car . If the two were their , which of the following statement ( s ) is / are correct ?"
Physics,An astronomical refractive telescope an objective of focal length & ; 20 & ;& ; m & ; and an of focal length & ; 2 & ;& ; c & ; m & ;.
Physics,Two source & ; S & ; 1 & ; and & ; S & ; 2 & ; of intensity & ; I & ; 1 & ; and & ; I & ; 2 & ; are in front of a screen [ .& ; 10 . 3 & ;( a )]. The of intensity distribution seen in the central portion is given by Fig .& ; 10 . 3 & ;( b ). In this case which of the following are true .
Physics,Consider a light beam incident from air to a glass slab at Brewster ' s angle as shown in Fig .& ; 10 . 1 & ;. A is in the path of the emergent ray at point & ; P & ; and rotated about an axis passing through the and perpendicular to the plane of the .
Physics,Consider sunlight incident on a pinhole of width & ; 10 & ; 3 & ;& ; A & ;. The image of the pinhole seen on a screen shall be
Physics,"Consider a ray of light incident from air onto a slab of glass ( refractive index & ; n & ;) of width & ; d & ;, at an angle & ;?& ;. The phase difference between the ray reflected by the top surface of the glass and the bottom surface is"
Physics,"F1gure & ; 10 . 2 & ; a standard two slit arrangement with & ; S & ; 1 & ;,& ;& ; S & ; 2 & ;.& ; P & ; 1 & ;,& ; P & ; 2 & ; are the two minima on side of P ( FIg . 10 . 2 ). At & ; P & ; 2 & ; on the screen , there is a hole and behind & ; P & ; 2 & ; is a second 2 - slit arrangement with & ; S & ; 3 & ;,& ;& ; S & ; 4 & ; and a second screen behind them ."
Physics,Consider the diffraction for a small pinhole . As the of the hole is
Physics,For light diverging from a point source
Physics,Consider sunlight incident on a slit of width & ; 10 & ; 4 & ;& ; A & ;. The image seen through the slit shall
Physics,"In a Young ' s double slit experiment , the source is white light . One of the is covered by a red and another by a blue . In this case"
Physics,Consider Fig .& ; 11 . 7 & ; in the text book of for Class . Suppose the voltage applied to A is . The beam will have the maximum at a value of & ;?& ; that
Physics,A particle is from a height & ; H & ;. The de of the particle as a function of is proportional to
Physics,"A proton , a neutron , an electron and an & ; & ;- particle have same energy . Then de compare as"
Physics,"absorbed in matter are converted to heat . A source & ; n & ; photon / sec of frequency & ; v & ; is used to convert & ; 1 & ;& ; k & ; g & ; of at & ; 0 & ;?& ; C & ; to water at & ; 0 & ;?& ; C & ;. Then , the time & ; T & ; taken for the"
Physics,"become when the expression for the energy & ; 1 & ; 2 & ; m & ; v & ; 2 & ;, becomes comparable with & ; m & ; c & ; 2 & ;, where & ; m & ; is the mass of the particle . At what de will relativistic become important for an electron ?"
Physics,"An electron ( mass & ; m & ;) with an velocity & ; v & ;=& ; v & ; 0 & ; i & ;^& ; is in an electric & ; E & ;=& ; E & ; 0 & ; j & ;. If & ;?& ; 0 & ;=& ; h & ;/& ; m & ; v & ; 0 & ;, it ' s de at time & ; t & ; is by"
Physics,An electron ( mass & ; m & ;) with an initial velocity & ; v & ;=& ; v & ; 0 & ; i & ;^& ;(& ; v & ; 0 & ;& ;& ; 0 & ;)& ; is in an electric & ; E & ;=& ;?& ; E & ; 0 & ; i & ;(& ; E & ; 0 & ;=& ;& ; constant & ;& ;& ;& ; 0 & ;)& ;. It ' s de at time & ; t & ; is given by
Physics,Consider a beam of ( each electron with energy & ; E & ; o & ;) incident on a metal surface kept in an chamber . Then
Physics,An electron is moving with an initial velocity & ; v & ;=& ; v & ; 0 & ; i & ;^& ; and is in a magnetic & ; B & ;=& ; B & ; 0 & ; j & ;^& ;. Then it ' s de
Physics,"Two & ; A & ; 1 & ;& ; s & ; and & ; A & ; 2 & ; of & ; m & ; 1 & ;,& ; m & ; 2 & ;(& ; m & ; 1 & ;& ;& ; m & ; 2 & ;)& ; have the same de . Then"
Physics,The of a photon to remove a proton from a nucleus which is bound to the nucleus with & ; 1 & ; M & ; e & ; V & ; energy is nearly
Physics,"A particle in a closed orbit around the , due to a force which is directed towards the origin . The de of the particle cyclically between two & ;?& ; 1 & ;,& ;?& ; 2 & ; with & ;?& ; 1 & ;& ;& ;?& ; 2 & ;. Which of the following statement are true ?"
Physics,The de of a photon is twice the de of an electron . The speed of the electron is & ; v & ; e & ;=& ; c & ; 100 & ;. Then
Physics,"The binding energy of a H - atom , considering an electron moving around a ( proton ), is & ; B & ;=& ;?& ; m & ; e & ; 4 & ; 8 & ; n & ; 2 & ; & ; 0 & ; 2 & ; h & ; 2 & ;?& ;(& ; m & ;=& ; electron mass ). If one to work in a frame of reference where the electron is at rest , the proton would be moving it . By simular , the binding energy would & ;=& ;?& ; M & ; e & ; 4 & ; 8 & ; n & ; 2 & ; & ; 0 & ; 2 & ; h & ; 2 & ;(& ; M & ;=& ; proton mass & ;) This last expression is not correct because"
Physics,"Taking the radius as & ; a & ; 0 & ;=& ; 53 & ; p & ; m & ;, the radius of & ; L & ; i & ;+& ;+& ; ion & ; i & ; n & ; its ground state , on the basis of ' s model , will be about"
Physics,"Let & ; E & ; n & ;=& ;?& ; 1 & ; 8 & ; & ; 0 & ; 2 & ; m & ; e & ; 4 & ; n & ; 2 & ; h & ; 2 & ; be the energy of the & ; n & ; th & ; level of & ; H & ;- atom . If all the H - are in the ground state and radiation of frequency & ;(& ; E & ; 2 & ;?& ; E & ; 1 & ;)& ;/& ; h & ; on it ,"
Physics,"Consider aiming a beam of free towards free . When they scatter , an electron and a proton cannot combine to produce a H - atom ,"
Physics,The model for the spectra of a H - atom
Physics,Two H in the ground state collide . The maximum amount by which their combined kinetic energy is reduced is
Physics,The simple model cannot be directly applied to calculate the energy of an atom with many . This is because
Physics,"An H - molecule of an electron and two . The are by a small distance of the order of angstrom . In the ground state ,"
Physics,"O & ; 2 & ; molecule of two oxygen . In the molecule , nuclear force between the of the two"
Physics,"For the ground state , the electron in the H - atom an angular momentum & ;=& ;?& ;, according to the simple model . Angular momentum is a vector and hence there will be many with the vector pointing in all . In actuality , this is not true ,"
Physics,A set of in an excited state .
Physics,The for the H - atom can be
Physics,The simple is not applicable to & ; H & ; e & ; 4 & ; atom because
Physics,"When a nucleus in an atom a radioactive decay , the electronic energy of the atom"
Physics,"In a nuclear reactor , slow down the which come out in a fission process . The moderator used have light . Heavy will not serve the purpose because"
Physics,"of two radioactive & ; A & ; and & ; B & ; are taken .& ;?& ; A & ; and & ;?& ; B & ; are the of & ; A & ; and & ; B & ; respectively . In which of the following , the two can simultaneously have the same decay rate at any time ?"
Physics,"The gravitational force between a H - atom and another particle of mass & ; m & ; will be by Newton ' s law : F & ;=& ; G & ; M & ;?& ; m & ; r & ; 2 & ;, where & ; r & ; is & ; 1 & ; n & ;& ; k & ; m & ; and"
Physics,Heavy stable have more than . This is because of the fact that
Physics,"Suppose we consider a large number of each 10000 of a radioactive with a half life of 1 year . After 1 year ,"
Physics,The of decay rate of two radioactive & ; A & ; and & ; B & ; with time is shown in Fig .& ; 13 . 1 & ;. Which of the following are true ?
Physics,"M & ; x & ; and & ; M & ; y & ; denote the atomic of the parent and the daughter respectively in a radioactive decay . The & ; Q & ;- value for a & ;?& ;?& ; decay is & ; Q & ; 1 & ; and that for a & ;?& ;+& ; decay is & ; Q & ; 2 & ;. If & ; m & ; e & ; the mass of an electron , then which of the following is correct ?"
Physics,", like combining two to form a He nucleus are at ordinary and pressure . The for this can be to the fact :"
Physics,"is an isotope of hydrogen whose nucleus Triton 2 and 1 proton . Free decay into & ; p & ;+& ; e & ;?& ;+& ; V & ;?& ;. If one of the in Triton , it would transform into He & ;& ; 3 & ; nucleus . This does not happen . This is because"
Physics,When an electric is applied across a semiconductor
Physics,In the depletion of a diode
Physics,The breakdown in a reverse & ; p & ;?& ; n & ; junction diode is more likely to occur due to
Physics,The output of the given circuit in Fig .& ; 14 . 4 & ;.
Physics,"In the circuit shown in Fig .& ; 14 . 5 & ;, if the diode forward voltage drop is & ; 0 . 3 & ;& ; V & ;, the voltage difference between & ; A & ; and & ; B & ; is"
Physics,Consider an with its base - emitter function forward and collector base junction reverse . Which of the following are true ?.
Physics,"In Fig .& ; 14 . 1 & ;,& ; V & ; o & ; is the across a & ; p & ;?& ; n & ; junction , when no battery is connected across the junction"
Physics,To reduce the in a circuit with capacitor
Physics,& ; 14 . 7 & ; the transfer of a base CE transistor . Which of the following are true ?
Physics,The conductivity of a semiconductor with increase in temperature because
Physics,What during regulation action of a diode ?
Physics,"In a transistor circuit , the collector current is & ; 10 & ;& ; m & ; A & ;. If 95 per cent of the reach the collector , which of the following are true ?"
Physics,"In F1g . 14 . 2 , assuming the to be ideal ,"
Physics,Hole is
Physics,A & ; 220 & ;& ; V & ; A . C . supply is connected between & ; A & ; and & ; B & ;( Fig . 14 . 3 ). What will be the difference & ; V & ; across the ?
Physics,Truth table for the given circuit ( F1g . 14 . 6 ) is
Physics,An audio signal of & ; 15 & ; k & ; H & ; z & ; frequency cannot be over long without modulation because
Physics,"Three & ; A & ;,& ; B & ; and & ; C & ; of & ; 1600 & ; k & ; H & ; z & ;,& ; 5 & ; M & ; H & ; z & ; and & ; 60 & ; M & ; H & ; z & ;, are to be from one place to another . Which of the following is the most mode of communication :"
Physics,"A & ; 1 & ; K & ; W & ; signal is a communication channel which attenuation at the rate of & ;?& ; 2 & ;& ; d & ; B & ; per & ; k & ; m & ;. If the communication channel a total length of & ; 5 & ;& ; k & ; m & ;, the power of the signal is & ;[& ;& ; gain & ;& ; 1 & ; n & ; d & ; B & ;=& ; 10 & ; log & ;?& ;(& ; P & ; 0 & ; P & ; t & ;)& ;]& ;"
Physics,A male after modulation - like that of a female to the . The problem is due to
Physics,A & ; 100 & ;& ; m & ; long antenna is mounted on a & ; 500 & ;& ; m & ; tall . The complex can become a transmission tower for with & ;?
Physics,A tower a of & ; 240 & ;& ; m & ;.& ; broadcast from this tower will be by communication at a distance of ( assume the radius of earth to be & ; 6 . 4 & ;?& ; 10 & ; 6 & ;& ; m & ;)
Physics,The frequency response curve ( Fig . 15 . 2 ) for the circuit used for production of AM wave should be
Physics,"A speech signal of & ; 3 & ; k & ; H & ; z & ; is used to modulate a signal of frequency & ; 1 & ; M & ; H & ; z & ;, amplitude modulation . The of the side will be"
Physics,Audio sine of & ; 3 & ; k & ; H & ; z & ; frequency are used to amplitude modulate a signal of & ; 1 . 5 & ; M & ; H & ; z & ;. Which of the following are true ?
Physics,A communication system of ( A ) transmitter .( B ) information source .( C ) user of information .( D ) channel .( E ) receiver . Choose the correct sequence in which these are & ; & ; a basic communication system :
Physics,Identify the mathematical for amplitude wave :
Physics,"In amplitude modulation , the modulation index & ; m & ;, is kept less than or equal to 1 because"
Physics,I & ;?& ; V & ; of four are shown in F1g .& ; 15 . 1Identify that can be used for modulation :
Physics,A message signal of frequency & ;?& ; m & ; is superposed on a carrier wave of frequency & ;?& ; c & ; to get an amplitude wave ( AM ). The frequency of the AM wave will be
Chemistry,"Two the same experiment separately and each one of them two of mass which are given below . Correct reading of mass is & ; 3 . 0 & ;& ; g & ;.& ; On the basis of given data , mark the correct option out of the following ."
Chemistry,The empirical formula and molecular mass of a compound are & ; C & ; H & ; 2 & ; O & ; and 180 g respectively . What will be the molecular formula of the compound ?
Chemistry,One mole of any substance & ; 6 . 022 & ;?& ; 10 & ; 23 & ; / . Number of of & ; H & ; 2 & ; S & ; O & ; 4 & ; present in & ; 100 & ;& ; m & ; L & ; of & ; 0 . 02 & ; M & ; H & ; 2 & ; S & ; O & ; 4 & ; solution is
Chemistry,"If the density of a solution is & ; 3 . 12 & ;& ; g & ;& ; m & ; L & ;?& ; 1 & ;, the mass of & ; 1 . 5 & ;& ; m & ; L & ; solution & ; i & ; n & ; significant is"
Chemistry,What is the mass percent of carbon in carbon dioxide ?
Chemistry,What will be the molality of the solution & ; 18 . 25 & ;& ; g & ; of & ; H & ; C & ; l & ; gas & ; m & ; 500 & ;& ; g & ; of water ?
Chemistry,"If the concentration of glucose & ;(& ; C & ; 6 & ; H & ; 12 & ; O & ; 6 & ;)& ; in blood is & ; 0 . 9 & ;& ; g & ;& ; L & ;?& ; 1 & ;, what will be the molar1ty of glucose in blood ?"
Chemistry,Which of the following about a compound is incorrect ?
Chemistry,The number of present in one mole of an element is equal to number . Which of the following element the number of ?
Chemistry,"What will be the molarity of a solution , which & ; 5 . 85 & ;& ; g & ; of & ; N & ; a & ; C & ; l & ;(& ; s & ;)& ; per & ; 500 & ;& ; m & ; L & ;?"
Chemistry,"If & ; 500 & ;& ; m & ; L & ; of a & ; 5 & ; M & ; solution is diluted to & ; 1500 & ;& ; m & ; L & ;, what will be the molarity of the solution ?"
Chemistry,A measured temperature on scale is & ; 200 & ;?& ; F & ;. What will this reading be on scale ?
Chemistry,Which of the following is correct about the reaction given below : 4 & ; F & ; e & ;(& ; s & ;)& ;+& ; 3 & ; O & ; 2 & ;(& ;& ; g & ;)& ;?& ; 2 & ; F & ; e & ; 2 & ; O & ; 3 & ;(& ;& ; g & ;)
Chemistry,Which of the following that law of multiple proportion is being .
Chemistry,One mole of oxygen gas at is equal to
Chemistry,Which of the following have the same concentration ?
Chemistry,16 & ;& ; g & ; of oxygen same number of as in
Chemistry,"Sulphuric acid with sodium hydroxide as : H & ; 2 & ; S & ; O & ; 4 & ;+& ; 2 & ; N & ; a & ; O & ; H & ;?& ; N & ; a & ; 2 & ; S & ; O & ; 4 & ;+& ; 2 & ; H & ; 2 & ; O & ; When & ; 1 & ;& ; L & ; of & ; 0 . 1 & ; M & ; sulphuric acid solution is to react with & ; 1 & ;& ; L & ; of & ; 0 . 1 & ; M & ; sodium hydroxide solution , the amount of sodium sulphate formed and its molarity in the solution is"
Chemistry,Which of the following is not correct according to the law of conservation of mass .
Chemistry,Which of the following have the same number of ?
Chemistry,"One of the of Dalton ' s atomic theory is given below :"" are formed when of different combine in a fixed ratio "" Which of the following is not related to this statement ?"
Chemistry,Which of the following are ?
Chemistry,Which of the following of atom could be correctly by Model of atom ?
Chemistry,The number of radial for & ; 3 & ; p & ; orbital is
Chemistry,Which of the following could not be derived from Rutherford ' s & ; & ;- particle scattering ?
Chemistry,The probability density of 1 s and 2 s are given in Fig . 2 . 1 : The density of in a region the probability density of finding in the region . On the basis of above diagram which of the following is incorrect ?
Chemistry,Which of the following does not represent ground state electronic of an atom ?
Chemistry,Two are said to be if .
Chemistry,Which of the following about the electron is incorrect ?
Chemistry,Which of the following statement is not correct about the of cathode ?
Chemistry,Number of angular for & ; 4 & ; d & ; orbital is
Chemistry,"For the of oxygen atom , which of the following is correct ?"
Chemistry,Orbital angular momentum on
Chemistry,Total number of associated with third shell will be
Chemistry,"If at same , which of the following matter have the ?"
Chemistry,Which of the following is responsible to rule out the existence of definite or of ?
Chemistry,The pair of same electronic configuration is
Chemistry,"in two isotopic , - 37 and - 35 but its atomic mass is 35 . 5 . This the ratio of - 37 and - 35 is approximately"
Chemistry,the which are not of ?
Chemistry,"Out of the following of , identify the of present in degenerate :"
Chemistry,Which of the following of quantum are correct ?
Chemistry,Which of the following concerning the quantum are correct ?
Chemistry,"In which of the following , the are iso - electronic ?"
Chemistry,"Consider the isoelectronic species ,& ; N & ; a & ;+& ;,& ; M & ; g & ; 2 & ;+& ;,& ; F & ; and & ; O & ; 2 & ;?& ;. The correct order of increasing length of their is"
Chemistry,"The order of screening effect of of & ; s & ;,& ; p & ;,& ; d & ; and & ; f & ; of a given shell of an atom on its outer shell is :"
Chemistry,The in which are progressively in & ; 4 & ; f & ;- orbital are
Chemistry,"Among , the correct order of amount of energy in electron gain ( electron gain enthalpy ) is :"
Chemistry,The electronic of gadolinium ( Atomic number 64 ) is
Chemistry,"The first of Na , , Al and Si are in the order :"
Chemistry,Which of the following is the correct order of size of the given species :
Chemistry,The statement that is not correct for periodic of is :
Chemistry,The period number in the long form of the periodic table is equal to
Chemistry,Which of the following is not an actinoid ?
Chemistry,An element to & ; 3 & ; & ; and group - 13 of the periodic table . Which of the following will be shown by the element ?
Chemistry,Which of the following contain atomic of only representative ?
Chemistry,Which of the following have no unit ?
Chemistry,"The formation of the oxide ion ,& ; O & ; 2 & ;?& ;( g ), from oxygen atom first an exothermic and then an endothermic step as shown below : O & ;(& ; g & ;)& ;+& ; e & ;?& ;?& ; O & ;?& ;(& ; g & ;)& ;;& ;?& ; H & ;?& ;=& ;?& ; 141 & ;& ; k & ; J & ;& ; m & ; o & ; l & ;?& ; 1 & ; O & ;?& ;(& ; g & ;)& ;+& ; e & ;?& ;?& ; O & ; 2 & ;?& ;(& ; g & ;)& ;;& ;?& ; H & ;?& ;=& ;+& ; 780 & ;& ; k & ; J & ;& ; m & ; o & ; l & ;?& ; 1 & ; Thus process of formation of & ; O & ; 2 & ;?& ; in gas phase is even though & ; O & ; 2 & ;?& ; is isoelectronic with neon . It is due to the fact that ,"
Chemistry,In which of the following order of arrangement does not agree with the of property against it ?
Chemistry,Which of the following are correct ?
Chemistry,Which of the following can show greater than & ; 4 & ;?
Chemistry,"Electronic of four A , B , C and D are given below :( A )& ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ;( B )& ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 4 & ;( C )& ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ; 3 & ; s & ; 1 & ;( D )& ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 5 & ; Which of the following is the correct order of increasing tendency to gain electron :"
Chemistry,Ionic vary in
Chemistry,Which of the following contain only isoelectronic ?
Chemistry,"Those impart colour to the flame on heating in it , the of which require low energy for the ( 1 . e ., absorb energy in the visible region of spectrum ). The of which of the following will impart colour to the flame ?"
Chemistry,Which of the following will gain one electron more readily in comparison to other of their group ?
Chemistry,"The of hybrid of nitrogen in & ; N & ; O & ; 2 & ;+& ;,& ; N & ; O & ; 3 & ;?& ; and & ; N & ; H & ; 4 & ;+& ; respectively are to be"
Chemistry,are those which have the same shape and . Among the given the .
Chemistry,"Hydrogen are formed in many e . g .,& ; H & ; 2 & ; O & ;,& ; H & ; F & ;,& ; N & ; H & ; 3 & ;.& ; The boiling point of such to a large extent on the strength of hydrogen bond and the number of hydrogen . The correct decreasing order of the boiling of above is :"
Chemistry,"In & ; N & ; O & ; 3 & ;?& ; ion , the number of bond and lone of on nitrogen atom are"
Chemistry,In which of the following molecule / ion all the are not equal ?
Chemistry,Polarity in a molecule and hence the dipole moment on of the constituent and shape of a molecule . Which of the following the highest dipole moment ?
Chemistry,Number of & ; & ; and & ; & ; in the following structure is -
Chemistry,In & ; P & ; O & ; 4 & ; 3 & ;?& ; ion the formal charge on the oxygen atom of & ; P & ;?& ; O & ; bond is
Chemistry,Which of the following species tetrahedral geometry ?
Chemistry,Which molecule / ion out of the following does not contain unpaired ?
Chemistry,In which of the following will hydrogen bond be ?
Chemistry,The electronic configuration of the outer most shell of the most electronegative element is
Chemistry,"The electronic of three , A , B and C are given below . Answer the 14 to 17 on the basis of these . A & ; 1 & ;& ; s & ; 2 & ; 2 & ;& ; s & ; 2 & ; 2 & ; p & ; 6 & ;& ;& ;& ; B & ; 1 & ;& ; s & ; 2 & ; 2 & ;& ; s & ; 2 & ; 2 & ; p & ; 6 & ; 3 & ;& ; s & ; 2 & ; 3 & ; p & ; 3 & ; C & ; 1 & ;& ; s & ; 2 & ; 2 & ;& ; s & ; 2 & ; 2 & ; p & ; 6 & ; 3 & ;& ; s & ; 2 & ; 3 & ; p & ; 5 & ; Stable form of & ; C & ; may be by the formula :"
Chemistry,"The electronic of three ,& ; A & ;,& ; B & ; and & ; C & ; are given below . Answer the 14 to 17 on the basis of these . A & ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ;& ;& ; B & ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ; 3 & ; s & ; 2 & ; 3 & ; p & ; 3 & ; C & ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ; 3 & ; s & ; 2 & ; 3 & ; p & ; 5 & ; Stable form of A may be by the formula :"
Chemistry,Which of the following statement is not correct from the point of molecular orbital theory ?
Chemistry,"If the electronic configuration of an element is & ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ; 3 & ; s & ; 2 & ; 3 & ; p & ; 6 & ; 3 & ; d & ; 2 & ; 4 & ; s & ; 2 & ;, the four involved in chemical bond formation will be"
Chemistry,"The electronic of three ,& ; A & ;,& ; B & ; and & ; C & ; are given below . Answer the 14 to 17 on the basis of these . A & ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ;& ;& ; B & ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ; 3 & ; s & ; 2 & ; 3 & ; p & ; 3 & ; C & ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ; 3 & ; s & ; 2 & ; 3 & ; p & ; 5 & ; The molecular formula of the compound formed from B and C will be"
Chemistry,Which of the following angle to & ; s & ; p & ; 2 & ; ?
Chemistry,"The electronic of three , A , B and C are given below . Answer the 14 to 17 on the basis of these . A & ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ;& ;& ; B & ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ; 3 & ; s & ; 2 & ; 3 & ; p & ; 3 & ; C & ; 1 & ; s & ; 2 & ; 2 & ; s & ; 2 & ; 2 & ; p & ; 6 & ; 3 & ; s & ; 2 & ; 3 & ; p & ; 5 & ; The bond between B and C will be"
Chemistry,Which of the following the correct bond order :
Chemistry,"Amongst the following whose electronic are given below , the one the highest enthalpy is"
Chemistry,Which of the following order of of molecular of & ; N & ; 2 & ; is correct ?
Chemistry,Which of the following have identical bond order ?
Chemistry,Which of the following are correct about & ; C & ; O & ; 3 & ; 2 & ;?& ;?
Chemistry,Which of the following are not correct ?
Chemistry,Which of the following attain the linear structure :
Chemistry,Species same bond order are :
Chemistry,species are those which contain no unpaired . Which among the following are ?
Chemistry,is isoelectronic with
Chemistry,Which of the following species have the same shape ?
Chemistry,Which of the following property of water can be used to explain the shape of rain ?
Chemistry,A person living in that cooking food without pressure cooker more time . The reason for this observation is that at high altitude :
Chemistry,Dipole - dipole act between the possessing permanent dipole . of possess ' '. The charge is
Chemistry,A plot of volume & ;(& ; V & ;)& ; versus temperature & ;(& ; T & ;)& ; for a gas at constant pressure is a straight line passing through the origin . The at different of pressure are shown in Fig .& ; 5 . 1 & ;. Which of the following order of pressure is correct for this gas ?
Chemistry,What is SI unit of viscosity coefficient (\ eta )?
Chemistry,"As the temperature , average kinetic energy of . What would be the effect of increase of temperature on pressure provided the volume is constant ?"
Chemistry,possess characteristic critical temperature which upon the magnitude of intermolecular between the . Following are the critical of some . Kelvin & ; 33 . 2 & ; 5 . 3 & ; 154 . 3 & ; 126 & ; From the above data what would be the order of liquefaction of these ? Start writing the order from the gas first
Chemistry,The interaction energy of force is inversely proportional to sixth power of the distance between two but their magnitude upon
